time_s,vx_mps,vy_mps,dpsi_radps,ax_mps2,ay_mps2,deltawheel_rad,TwheelRL_Nm,TwheelRR_Nm,pBrakeF_bar,pBrakeR_bar,beta_true_rad,yaw_acc_rps2,fyf_true_n,fyr_true_n
0.0,25.0,-0.0,0.0,0.0010081682241324223,1.287122437335336e-17,0.0,0.0,0.0,0.0,0.0,-0.0,4.644425269029183e-19,1.1489150280804763e-14,9.748369935228281e-15
0.025,24.994195302327476,0.0001987087630873,0.000148287081895,-0.07714127974076705,0.0318845918402075,0.0011273400162684,0.0,0.0,0.0,0.0,7.950196462968188e-06,0.0214804336428642,28.460918454086862,24.148658082255512
0.05,24.9878650241428,0.002043099504792,0.00168016362467,-0.10129256046179569,0.1686907768249511,0.0039543888604225,0.0,0.0,0.0,0.0,8.176366819726279e-05,0.1125580221414566,150.57725898555063,127.76252277561869
0.075,24.980873531765408,0.0065152719616889,0.0061593662512163,-0.13222468520655775,0.3780606754124165,0.0076583657419905,0.0,0.0,0.0,0.0,0.0002608104137513106,0.2505924999713897,337.46563567550953,286.33447875497774
0.1,24.97307671440972,0.0126685543606678,0.014258985796691,-0.1652963788581617,0.6073212526738644,0.0116334148092793,0.0,0.0,0.0,0.0,0.0005072884893417203,0.3947394490242004,542.1088886572445,459.97117825463164
0.125,24.96443854437934,0.0182433902389473,0.0256299294357863,-0.19745905558268229,0.8161777049303055,0.015280534859548,0.0,0.0,0.0,0.0,0.0007307751066188003,0.5073495507240295,728.538951368117,618.1542617668871
0.15,24.954980214436848,0.0208420058091481,0.0392667373436995,-0.2260181681315104,1.0002055734395985,0.0186014868560524,0.0,0.0,0.0,0.0,0.000835184224954451,0.5762023329734802,892.8064503899368,757.5327457854007
0.175,24.94481404622396,0.0189835723075601,0.0541485730612247,-0.24928987445253314,1.1767276480793951,0.0217221462520423,0.0,0.0,0.0,0.0,0.0007610228030717171,0.6087828278541565,1050.3741055397224,891.2265137912796
0.1999999999999999,24.93406507703993,0.0121569219562742,0.0694956879883221,-0.265044560287938,1.3597136557102203,0.0248133106188109,0.0,0.0,0.0,0.0,0.0004875627748107819,0.6147399544715881,1213.7116156298607,1029.8159162920028
0.2249999999999999,24.922892252604168,0.0005001458339393,0.0847437582900037,-0.27263440681226325,1.5528468728065492,0.0280546065308435,0.0,0.0,0.0,0.0,2.0067728451020376e-05,0.6022659540176392,1386.1067577756821,1176.0905823551238
0.2499999999999999,24.911429087320965,-0.0156465069287353,0.0994938840468677,-0.2732537286931818,1.7470978140830995,0.0314117936427812,0.0,0.0,0.0,0.0,-0.0006280854813222586,0.5743736624717712,1559.4996061774552,1323.2117870596587
0.2749999999999999,24.899813334147137,-0.0359073074327574,0.1133158648743255,-0.26654685280539775,1.9313225328922272,0.0347918652147422,0.0,0.0,0.0,0.0,-0.0014420713501299542,0.530083417892456,1723.9428182947834,1462.7393609773915
0.3,24.88815943400065,-0.0599539197153515,0.12587637287244,-0.25449889211943655,2.100604882836342,0.0381144832473739,0.0,0.0,0.0,0.0,-0.0024089334478244384,0.4728457927703857,1875.0481290235873,1590.9499276563768
0.325,24.876562754313152,-0.0873831411202748,0.1369383367699237,-0.2379671640107126,2.247284495830536,0.041321087325019,0.0,0.0,0.0,0.0,-0.0035126694143114336,0.4098540544509887,2005.9777179995524,1702.0417001208318
0.35,24.86509746975369,-0.1177137427859836,0.1463686318017863,-0.21882174636378432,2.3727892667055133,0.0444113965674063,0.0,0.0,0.0,0.0,-0.004734095369188579,0.3452604711055755,2118.0061569199215,1797.0961331441754
0.375,24.853812323676216,-0.1504502197106679,0.1541845934822485,-0.1974574395382043,2.4791367650032043,0.0474059256373079,0.0,0.0,0.0,0.0,-0.00605340612342784,0.2818564772605896,2212.9343746626964,1877.6412875925907
0.4000000000000001,24.842728508843315,-0.1850974725352393,0.1604714346438145,-0.17556976780746922,2.567978459596634,0.0503205432297503,0.0,0.0,0.0,0.0,-0.007450770653849467,0.222420647740364,2292.2365102465037,1944.9279480879422
0.4250000000000001,24.83184602525499,-0.2211928533183204,0.1653587513630303,-0.15394202608050722,2.638886916637421,0.0531643935580076,0.0,0.0,0.0,0.0,-0.008907628256608804,0.1684651970863342,2355.531026408321,1998.6323860434234
0.4500000000000001,24.821158515082463,-0.2583073907428317,0.168983230382844,-0.13331675905169862,2.693291199207306,0.0559358704030474,0.0,0.0,0.0,0.0,-0.010406741916815542,0.1218861639499664,2404.093537653079,2039.8369410389757
0.4750000000000001,24.810634189181854,-0.2960480252901713,0.171501066101189,-0.11395614103837447,2.73563124537468,0.0586208402857408,0.0,0.0,0.0,0.0,-0.011932303827173299,0.0813682004809379,2441.887234600841,2071.90432026738
