#vx_mps,vy_mps,dpsi_radps,ax_mps2,ay_mps2,deltawheel_rad,TwheelRL_Nm,TwheelRR_Nm,pBrakeF_bar,pBrakeR_bar
3.03857021148002,-0.0167453718649262,-0.0257487669587135,4.80375719070435,0.0490799471735954,-0.00907571241259575,1131.25,1112.5,0,0
3.08157539354425,-0.0148762905888163,-0.0219096448272467,5.02972841262817,0.151212140917778,-0.00837757997214794,1043.75,1037.5,0,0
3.12604000916546,-0.0133090768353897,-0.0207279585301876,5.22275638580322,0.165965482592583,-0.00837757997214794,1012.5,1031.25,0,0
3.16887218588295,-0.0115352313093629,-0.016838675364852,5.20033836364746,0.208156108856201,-0.00750491581857204,987.5,1093.75,0,0
3.20727973810052,-0.0102702882768109,-0.0111314384266734,4.87994861602783,0.195867985486984,-0.00837757997214794,1031.25,1056.25,0,0
3.24395817599845,-0.0101894037317987,-0.0136445807293057,4.62495517730713,0.0927584245800972,-0.00750491581857204,1031.25,1056.25,0,0
3.27764166225423,-0.0103460745064517,-0.0119666941463947,4.29133987426758,0.0445668250322342,-0.00750491581857204,1087.5,1081.25,0,0
3.3101498760491,-0.0105327067286123,-0.0161323621869087,4.05949544906616,-0.00782081019133329,-0.00750491581857204,1037.5,1012.5,0,0
3.34272656439708,-0.0114213012714956,-0.016953743994236,3.97947096824646,-0.0795137658715248,-0.00750491581857204,1056.25,1006.25,0,0
3.37863854158152,-0.011714882363327,-0.0193969421088696,4.17601919174194,-0.0728751793503761,-0.00837757997214794,987.5,987.5,0,0
3.41660545306762,-0.0108895904970712,-0.0202871989458799,4.40138626098633,0.0166303887963295,-0.00837757997214794,987.5,987.5,0,0
3.45827444542007,-0.0101454100637322,-0.019601421430707,4.75167989730835,0.0545894168317318,-0.00907571241259575,1025,1006.25,0,0
3.50049964410869,-0.00979510779964464,-0.0176577381789684,4.9300594329834,0.0502166859805584,-0.00907571241259575,1093.75,1068.75,0,0
3.54255058943002,-0.00928744438625864,-0.0170886851847172,5.01219415664673,0.0584981553256512,-0.00994837656617165,993.75,1050,0,0
3.58322099112725,-0.010089616412933,-0.0149258319288492,4.94015407562256,-0.0143591174855828,-0.00907571241259575,1062.5,993.75,0,0
3.62087004566481,-0.0110158948232463,-0.013993407599628,4.72013902664185,-0.0801204219460487,-0.00994837656617165,1062.5,993.75,0,0
