#vx_mps,vy_mps,dpsi_radps,ax_mps2,ay_mps2,deltawheel_rad,TwheelRL_Nm,TwheelRR_Nm,pBrakeF_bar,pBrakeR_bar
3.01272312362898,-0.0420422470272549,-0.0132497930899262,4.48309993743896,0.0370999984443188,-0.00872664619237185,956.25,968.75,0,0
3.04944708981986,-0.0415038641801787,-0.00616993103176355,4.5528998374939,-0.196449995040894,-0.00785398203879595,956.25,968.75,0,0
3.08625428576273,-0.0411039869907466,-0.0076957275159657,4.63990020751953,-0.162550002336502,-0.00872664619237185,962.5,968.75,0,0
3.12287760071269,-0.0408524881499081,-0.0034934610594064,4.46470022201538,-0.227799996733665,-0.00785398203879595,993.75,981.25,0,0
3.15719808003938,-0.0400743521735584,-0.000449464016128331,4.24959993362427,-0.192949995398521,-0.00785398203879595,1043.75,968.75,0,0.100000001490116
3.19027534986578,-0.0399211612908716,-0.00336866779252887,4.02600002288818,-0.190200001001358,-0.00698131695389748,943.75,993.75,0,0
3.22245578070405,-0.0401406766833608,-0.00224593421444297,4.00969982147217,-0.201299995183945,-0.00698131695389748,943.75,993.75,0,0
3.25477556958815,-0.0401906269326318,-0.00859086494892836,3.95549988746643,-0.275000005960464,-0.00541052082553506,950,993.75,0,0
3.2870949962104,-0.0406757183724862,-0.00789505336433649,4.12209987640381,-0.203250005841255,-0.00453785620629787,1037.5,1000,0,0.100000001490116
3.32140031390051,-0.0392709863684034,-0.0103166615590453,4.29449987411499,-0.0406499989330769,-0.00296705961227417,987.5,1037.5,0,0
3.35787201998728,-0.0383334904745446,-0.00311546702869236,4.52565002441406,-0.0524500012397766,-0.00157079636119306,1006.25,1031.25,0,0
3.39564209861263,-0.0357913741407961,-0.00849039852619171,4.7234001159668,0.144500002264977,-0.000872664619237185,1006.25,1031.25,0,0
3.43364541946906,-0.0342522907120604,-0.00484652351588011,4.6594500541687,-0.00675000017508864,0,1050,1075,0,0
3.47126579817746,-0.0330977522243687,-0.00173846096731722,4.62725019454956,0.0205000005662441,0.000698131683748215,1000,1031.25,0,0
3.50732594985,-0.0321725649232609,0.0054370597936213,4.38409996032715,-0.0386999994516373,0.000698131683748215,975,1068.75,0,0
3.54206529565922,-0.0312052408788468,0.00772385904565454,4.24445009231567,0.014750000089407,0.00157079636119306,975,1075,0,0
3.57640801626153,-0.0305123645682444,0.0087871290743351,4.1838002204895,-0.126750007271767,0.000698131683748215,975,1075,0,0
3.61000726784635,-0.0304319374362894,0.00730545166879892,4.08799982070923,-0.135199993848801,0,1081.25,1043.75,0,0
3.64431534177671,-0.0302315468105361,0.00316238892264664,4.20574998855591,-0.142199993133545,0.000698131683748215,981.25,1031.25,0,0
3.68036789462452,-0.0306293955043081,0.00814332347363234,4.5014500617981,-0.218349993228912,0,1018.75,1043.75,0,0
3.71825815070775,-0.0307896300874458,0.00299998465925455,4.71360015869141,-0.203700006008148,-0.000872664619237185,1081.25,1062.5,0,0
3.75694757213526,-0.0313962340883618,0.0113495178520679,4.80019998550415,-0.0962999984622002,-0.00157079636119306,1081.25,1062.5,0,0
3.79710573931563,-0.0315092681796486,0.0182146392762661,4.95585012435913,-0.279150009155273,-0.00226892810314894,1012.5,1131.25,0,0
3.83609699081252,-0.0314627130643629,0.0166771821677685,4.82130002975464,-0.175750002264977,-0.00226892810314894,1037.5,1031.25,0,0
3.8739219838633,-0.0294290143305676,0.00602012267336249,4.68909978866577,0.0551000013947487,-0.00226892810314894,1050,1037.5,0,0.100000001490116
3.91129801226984,-0.0276610658178081,-0.00185000000055879,4.58599996566772,-0.0417000018060207,-0.00226892810314894,1062.5,1100,0,0
3.94621125431163,-0.0246987015971127,-0.0105572668835521,4.19194984436035,0.196700006723404,-0.00157079636119306,1062.5,1100,0,0
3.98027339657318,-0.0221030714224306,-0.00712333852425218,4.19189977645874,0.147599995136261,-0.00226892810314894,1037.5,1143.75,0,0
4.0162054385227,-0.0207342847054977,-0.0093916617333889,4.52775001525879,-0.0288500003516674,-0.00157079636119306,1025,1112.5,0,0
4.05360245744515,-0.019509302052909,-0.00715346075594425,4.71565008163452,-0.110100001096725,-0.00157079636119306,1012.5,1050,0,0
4.09319466785896,-0.0190105255345853,-0.00517586525529623,5.03259992599487,-0.0710000023245811,-0.00226892810314894,1037.5,1143.75,0,0
