time_s,vx_mps,vy_mps,dpsi_radps,ax_mps2,ay_mps2,deltawheel_rad,TwheelRL_Nm,TwheelRR_Nm,pBrakeF_bar,pBrakeR_bar,beta_true_rad,yaw_acc_rps2,fyf_true_n,fyr_true_n
0.0,16.666666666666668,-0.0,0.0,0.0010081682241324223,1.2940107239157769e-17,0.0,0.0,0.0,0.0,0.0,-0.0,2.869163304912862e-17,1.1550636707740009e-14,9.80054023687031e-15
0.025,16.663378609551323,2.5927148760842734e-20,-8.457025288749515e-20,-0.07042034495960582,-2.4635209800956765e-17,0.0,0.0,0.0,0.0,0.0,1.5559358860142257e-21,-8.854329873947269e-18,-2.198995366659174e-14,-1.8658142504986926e-14
0.05,16.659573449028862,-2.522914195085492e-18,-2.087764056116507e-19,-0.09733880707711884,-1.3496935821257692e-16,0.0,0.0,0.0,0.0,0.0,-1.514393032213295e-19,-2.5043241122644675e-16,-1.2047674679794778e-13,-1.0222269425280415e-13
0.075,16.655060450236004,1.5733372756997396e-18,-6.957202904763119e-18,-0.13219376072739109,6.671818129065292e-17,0.0,0.0,0.0,0.0,0.0,9.446602012648026e-20,1.0138681140838858e-14,5.955417985698445e-14,5.0530819272592865e-14
0.1,16.649708218044704,5.5308337941770496e-18,-1.3689278534471545e-18,-0.17117369680693656,-2.566395841383398e-16,0.0,0.0,0.0,0.0,0.0,3.3218803127029065e-19,-5.175752896066513e-15,-2.2908238289069844e-13,-1.9437293093756227e-13
0.125,16.643462710910374,2.570956845062572e-18,-5.589057538081683e-18,-0.21100989139441287,-7.908803498834877e-16,0.0,0.0,0.0,0.0,0.0,1.5447247304956675e-19,-1.0392853705453243e-14,-7.059579516582935e-13,-5.989946256494611e-13
0.15,16.63633876376682,6.973807635110824e-18,-2.156556717950827e-17,-0.24879492557410038,-1.9719521470597207e-18,0.0,0.0,0.0,0.0,0.0,4.19191249597505e-19,5.074214821514404e-15,-1.760209744383636e-15,-1.493511298264903e-15
0.175,16.628410551283096,2.144660952668287e-17,-6.2543900387461574e-18,-0.28212023185961177,4.987070035382214e-17,0.0,0.0,0.0,0.0,0.0,1.2897570372429847e-18,5.848906919908451e-15,4.451573170927238e-14,3.777092387453414e-14
0.1999999999999999,16.619802051120335,2.4202484895405592e-17,8.630878689215173e-18,-0.3091713645241477,3.079002634906547e-16,0.0,0.0,0.0,0.0,0.0,1.4562438722772941e-18,1.0351656563997638e-14,2.7483884175518277e-13,2.3319659300439746e-13
0.2249999999999999,16.610666910807293,9.73254091284992e-18,4.04381177424623e-17,-0.3287683290423769,-9.969427837881672e-17,0.0,0.0,0.0,0.0,0.0,5.859211412226741e-19,-5.206345185022497e-15,-8.898940094633722e-14,-7.550615837871036e-14
