vx_mps,vy_mps,dpsi_radps,ax_mps2,ay_mps2,deltawheel_rad,TwheelRL_Nm,TwheelRR_Nm,pBrakeF_bar,pBrakeR_bar,time_s,beta_true_rad,yaw_acc_rps2,fyf_true_n,fyr_true_n
11.109038458916666,-0.0579761879311111,-0.1480092555465397,0.7859488377424242,-1.692860007286,-0.7409002369809334,0.0,0.0,0.0,0.0,18.9,-0.005218830427630443,0.0168554093689,-1511.0856950282412,-1282.133316993659
11.108942031861112,-0.0592460027999999,-0.1476076674989463,0.7872642563327272,-1.6908755868718002,-0.7409005032972332,0.0,0.0,0.0,0.0,18.925,-0.00533318138037617,0.015267775394,-1509.3143558224513,-1280.6303625160192
11.108878453583335,-0.0605704304244444,-0.1472472752244109,0.7885737193715151,-1.6886655479666002,-0.7409008029030706,0.0,0.0,0.0,0.0,18.95,-0.005452434345872828,0.013513315469,-1507.3416243734653,-1278.956529771425
11.108849843333331,-0.0619294163252777,-0.1469338710984421,0.7898437130090908,-1.6861948430558005,-0.7409011025089081,0.0,0.0,0.0,0.0,18.975,-0.005574782016019681,0.0115633262321,-1505.1362164653826,-1277.085274576688
11.10885408188889,-0.0633076123066666,-0.1466686701880237,0.7910483620381819,-1.6837761253124002,-0.7409014021138727,0.0,0.0,0.0,0.0,19.0,-0.005698842728511392,0.00966162793338,-1502.9772134960688,-1275.2533932693916
11.108890109583331,-0.0646933540702777,-0.1464502077549026,0.7921645470824242,-1.681429693104,-0.7409017017197101,0.0,0.0,0.0,0.0,19.025,-0.005823565939721425,0.00782365724444,-1500.8827342543082,-1273.4762593672917
11.10895474752778,-0.0660756934019444,-0.146276786033714,0.7931691487630304,-1.6791720479744003,-0.74090196803601,0.0,0.0,0.0,0.0,19.05,-0.005947966744274395,0.00606291694567,-1498.8675083968214,-1271.766370760939
11.109045876388889,-0.0674447251691666,-0.1461463077849925,0.7940496086351515,-1.677012389899,-0.740902300931385,0.0,0.0,0.0,0.0,19.075,-0.006071153717396494,0.00438736518845,-1496.939748032796,-1270.130695300554
11.109160317305555,-0.0687912520436111,-0.1460565759010093,0.79479087136,-1.6749632775778005,-0.7409026005363497,0.0,0.0,0.0,0.0,19.1,-0.006192299874946436,0.00280688819475,-1495.1106633460859,-1268.578744657285
11.10929383172222,-0.0701071570316666,-0.1460050270891229,0.7953828568884848,-1.6730342030556002,-0.7409034327747869,0.0,0.0,0.0,0.0,19.125,-0.006310676276423435,0.00133064365946,-1493.3887271537287,-1267.1177078880119
11.109444300333331,-0.0713851633999999,-0.1459890647675039,0.7958108612987879,-1.67123305202,-0.7409037323806243,0.0,0.0,0.0,0.0,19.15,-0.00642562863363544,-3.59312653018e-05,-1491.7809784014592,-1265.753557431541
11.10960748461111,-0.0726190457741666,-0.1460058093928175,0.7960627145478787,-1.6695643514438,-0.7409039986969241,0.0,0.0,0.0,0.0,19.175,-0.006536598693946441,-0.00129045755602,-1490.2914579690973,-1264.489721913173
11.10977914597222,-0.0738030589288888,-0.1460527476069907,0.7961486076581819,-1.6680091172472002,-0.7409047976440785,0.0,0.0,0.0,0.0,19.2,-0.00664307165418726,-0.00244741770439,-1488.9032202313124,-1263.3118232265679
11.10995398627778,-0.0749323765436111,-0.1461270997356501,0.7960797674012121,-1.6665974319022003,-0.7409050639603785,0.0,0.0,0.0,0.0,19.225,-0.006744616281594163,-0.0034840956796,-1487.6431174930299,-1262.2426451456008
11.110130945833331,-0.0760033478338889,-0.1462258863673724,0.7958691036345454,-1.6653266668332,-0.7409058629092782,0.0,0.0,0.0,0.0,19.25,-0.006840904774609581,-0.00440353574231,-1486.5088034273401,-1261.2801968474398
11.1103047265,-0.0770094576808333,-0.1463488744753951,0.7955275287054546,-1.663900086282,-0.7409060626456305,0.0,0.0,0.0,0.0,19.275,-0.006931354231639786,-0.00543712545186,-1485.235404886146,-1260.1997374791538
11.110473208944445,-0.0779430237080555,-0.1464964968237055,0.7950762199636363,-1.6626250863096002,-0.7409062623828554,0.0,0.0,0.0,0.0,19.3,-0.0070152748890396285,-0.00635030074045,-1484.0973106484873,-1259.2340817623528
11.110633214305556,-0.0788024399016666,-0.146665074920593,0.7945333954781819,-1.661538320778,-0.7409069281736052,0.0,0.0,0.0,0.0,19.325,-0.007092524645688429,-0.00711545627564,-1483.1272387928213,-1258.4109904908785
